iter anc pos neg
1789 304_8 305_4 52770_4
1790 76457_0 76457_1 96169_0
1791 20216_0 20216_1 98334_0
1792 44433_0 44433_1 13924_0
1793 19125_0 19125_1 86650_0
1794 3860_0 3860_1 32669_0
1795 266_6 279_4 45037_0
1796 53616_0 53616_1 21696_0
1797 42231_0 42231_1 22211_0
1798 67575_0 67575_1 96877_0
1799 87005_0 87005_1 94151_0
1800 65271_0 65271_1 31540_0
1801 55992_0 55992_1 14714_0
1802 83377_0 83377_1 6706_2
1803 304_9 292_4 44150_1
1804 1563_0 1563_1 38202_0
1805 53279_0 53279_1 33250_0
1806 420_4 414_1 47267_0
1807 63788_0 63788_1 3355_0
1808 97428_0 97428_1 10745_0
1809 455_2 454_4 77121_0
1810 69099_0 69099_1 45509_0
1811 412_13 421_5 88595_0
1812 37_13 46_0 93078_0
1813 7585_0 7585_1 89876_0
1814 12149_0 12149_1 33280_0
1815 13108_0 13108_1 6528_0
1816 91729_0 91729_1 73951_0
1817 220_1 216_6 59654_0
1818 154_5 169_6 46803_0
1819 312_3 291_6 8208_3
1820 93548_0 93548_1 55876_0
1821 89092_0 89092_1 18623_0
1822 411_3 428_4 98162_0
1823 94951_0 94951_1 22944_0
1824 36268_0 36268_1 97088_0
1825 4118_0 4118_1 65093_0
1826 74929_0 74929_1 91045_0
1827 285_7 287_1 24524_1
1828 407_4 425_3 32724_4
1829 337_1 352_4 12409_0
1830 81450_0 81450_1 65612_0
1831 30843_0 30843_1 15100_1
1832 92025_0 92025_1 73918_0
1833 285_8 281_5 38875_0
1834 45565_0 45565_1 88396_0
1835 98091_0 98091_1 32771_0
1836 99541_0 99541_1 35509_0
1837 77368_0 77368_1 14009_0
1838 19340_0 19340_1 66529_0
1839 169_7 174_2 3067_0
1840 57124_0 57124_1 47203_0
1841 120_2 131_4 37075_0
1842 98045_0 98045_1 88570_0
1843 426_17 415_11 28240_0
1844 169_8 158_5 13534_0
1845 167_2 177_3 69511_5
1846 81732_0 81732_1 87422_0
1847 389_0 387_0 36302_0
1848 215_3 224_3 63186_0
1849 69257_0 69257_1 15408_1
1850 88632_0 88632_1 45221_0
1851 75153_0 75153_1 41490_0
1852 42065_0 42065_1 20061_0
1853 368_0 387_0 8801_0
1854 55795_0 55795_1 48994_0
1855 61099_0 61099_1 43166_0
1856 114_7 106_1 87985_0
1857 50608_0 50608_1 69731_0
1858 25735_0 25735_1 27122_0
1859 25831_0 25831_1 94263_1
1860 70895_1 70895_2 31178_0
1861 23997_0 23997_1 63493_0
1862 98282_0 98282_1 50493_0
1863 37889_0 37889_1 79183_0
1864 9492_0 9492_1 38142_1
1865 425_4 415_1 32724_5
1866 50242_0 50242_1 55921_0
1867 46875_0 46875_1 44332_0
1868 49666_0 49666_1 63239_0
1869 45_2 64_5 29331_0
1870 41869_0 41869_1 68725_0
1871 62012_0 62012_1 77075_0
1872 254_8 250_2 90252_0
1873 89582_0 89582_1 55429_0
1874 286_7 279_5 56525_0
1875 18000_0 18000_1 26013_0
1876 7396_0 7396_1 59060_0
1877 82089_0 82089_1 11698_0
1878 14003_0 14003_1 70836_0
1879 7335_0 7335_1 66415_0
1880 356_0 352_5 77177_0
1881 92327_0 92327_1 86643_0
1882 67100_0 67100_1 79793_0
1883 43504_0 43504_1 43596_0
1884 43234_0 43234_1 22696_0
1885 312_4 304_10 3610_0
1886 39299_0 39299_1 66926_0
1887 84103_0 84103_1 8917_0
1888 71845_0 71845_1 54785_0
1889 32997_0 32997_1 96347_0
1890 427_5 425_0 73921_0
1891 88831_0 88831_1 62003_0
1892 65622_0 65622_1 93772_0
1893 25843_0 25843_1 87251_0
1894 34994_0 34994_1 53834_0
1895 91972_0 91972_1 78353_0
1896 76965_0 76965_1 13872_0
1897 20420_2 20420_3 22188_1
1898 62319_0 62319_1 54758_0
1899 19285_0 19285_1 80160_0
1900 84988_0 84988_1 68261_1
1901 5375_0 5375_1 53086_0
1902 42704_0 42704_1 61042_0
1903 87671_0 87671_1 67287_0
1904 40990_0 40990_1 62829_0
1905 65173_0 65173_1 71170_0
1906 63965_0 63965_1 99310_0
1907 225_3 228_3 58271_0
1908 33454_0 33454_1 83554_0
1909 20165_0 20165_1 50679_0
1910 18866_0 18866_1 13087_0
1911 65_2 83_4 25455_0
1912 291_7 292_5 52770_5
1913 2154_0 2154_1 35792_0
1914 25321_0 25321_1 31847_0
1915 32539_0 32539_1 33047_0
1916 85825_0 85825_1 25712_0
1917 412_14 427_2 88595_1
1918 42581_0 42581_1 93912_0
1919 70422_0 70422_1 48289_0
1920 33524_2 33524_3 4579_0
1921 92429_0 92429_1 85513_0
1922 88419_0 88419_1 4648_0
1923 48545_0 48545_1 93251_0
1924 22011_0 22011_1 70961_0
1925 14719_0 14719_1 36575_0
1926 269_7 287_0 16200_1
1927 83_5 76_3 96139_1
1928 414_2 415_2 51124_0
1929 5423_0 5423_1 35695_0
1930 416_7 425_1 73921_0
1931 91557_2 91557_3 53207_0
1932 20907_0 20907_1 73214_0
1933 81833_0 81833_1 7755_0
1934 37_14 36_0 5093_0
1935 63006_0 63006_1 66588_0
1936 87277_0 87277_1 59930_0
1937 33111_0 33111_1 37982_0
1938 44249_0 44249_1 54495_0
1939 31194_0 31194_1 28180_0
1940 78529_0 78529_1 20552_0
1941 79762_0 79762_1 82289_0
1942 51278_0 51278_1 85732_0
1943 13868_0 13868_1 69097_0
1944 68722_0 68722_1 9466_0
1945 64487_0 64487_1 16167_0
1946 16616_1 16616_2 46735_0
1947 278_12 280_6 75350_0
1948 167_3 179_6 62071_0
1949 98710_0 98710_1 71520_1
1950 304_11 303_2 91616_2
1951 7762_0 7762_1 3626_0
1952 527_2 526_5 80093_2
1953 44376_0 44376_1 80866_0
1954 79696_0 79696_1 75404_0
1955 70545_0 70545_1 11399_0
1956 516_2 526_6 80093_1
1957 30403_0 30403_1 42211_0
1958 23356_0 23356_1 2530_0
1959 263_2 233_4 35857_0
1960 35357_0 35357_1 21677_0
1961 15468_0 15468_1 64227_0
1962 31314_0 31314_1 65470_0
1963 87624_0 87624_1 35153_0
1964 421_6 414_3 91616_3
1965 60638_0 60638_1 29672_0
1966 82256_0 82256_1 79255_0
1967 428_5 432_8 81850_1
1968 54079_0 54079_1 11685_0
1969 39_3 64_6 2079_2
1970 294_4 309_1 29637_0
1971 28516_0 28516_1 69887_0
1972 352_3 347_0 97397_0
1973 79827_0 79827_1 59991_0
1974 91437_0 91437_1 45749_0
1975 22055_0 22055_1 85910_0
1976 154_6 173_4 94112_12
1977 52275_0 52275_1 73123_0
1978 421_4 416_8 32724_6
1979 373_2 382_5 51015_0
1980 304_12 311_4 44408_0
1981 31381_0 31381_1 6901_1
1982 11617_0 11617_1 42794_0
1983 6267_0 6267_1 18854_0
1984 3320_0 3320_1 65741_0
1985 45231_0 45231_1 8176_0
1986 70065_0 70065_1 60040_0
1987 53559_0 53559_1 10677_0
1988 382_5 367_1 58933_0
1989 15162_0 15162_1 78571_0
1990 65527_0 65527_1 71287_0
1991 38308_0 38308_1 70028_0
1992 19118_0 19118_1 77634_0
1993 61119_0 61119_1 22991_0
1994 14890_0 14890_1 38482_0
1995 19034_0 19034_1 69271_0
1996 87592_1 87592_2 42512_0
1997 57040_0 57040_1 63098_0
1998 49902_0 49902_1 13165_0
1999 21916_0 21916_1 14843_0
2000 65832_0 65832_1 14115_0
2001 83621_0 83621_1 43776_0
2002 414_4 406_5 82622_0
2003 52069_0 52069_1 78975_0
2004 59810_0 59810_1 88258_0
2005 267_5 281_1 4916_0
2006 8813_0 8813_1 12830_0
2007 286_8 268_9 53246_0
2008 54895_0 54895_1 36172_0
2009 32172_0 32172_1 25444_0
2010 20698_0 20698_1 71300_0
2011 288_5 287_1 63283_2
2012 47989_0 47989_1 10023_0
2013 33593_0 33593_1 12056_0
2014 10379_0 10379_1 63454_0
2015 62037_0 62037_1 94980_0
2016 54825_0 54825_1 69902_0
2017 37195_0 37195_1 61109_0
2018 18966_0 18966_1 31406_0
2019 24050_0 24050_1 24483_0
2020 9269_0 9269_1 67965_0
2021 23307_0 23307_1 41385_0
2022 93835_0 93835_1 19941_0
2023 49_1 37_15 47095_0
2024 30125_0 30125_1 44022_0
2025 16796_0 16796_1 17711_0
2026 271_8 276_3 13820_0
2027 64633_0 64633_1 14521_0
2028 266_7 287_0 76474_0
2029 58146_0 58146_1 92226_0
2030 434_4 426_18 34342_0
2031 281_2 280_7 63144_2
2032 53_0 37_9 25592_0
2033 80067_0 80067_1 48758_0
2034 17159_0 17159_1 17742_0
2035 28075_0 28075_1 99316_0
2036 426_19 413_2 20205_0
2037 69354_0 69354_1 77400_0
2038 97154_0 97154_1 65107_0
2039 62982_0 62982_1 73721_0
2040 28901_0 28901_1 19910_0
2041 125_3 120_3 55307_0
2042 35956_2 35956_3 75555_1
2043 408_2 407_5 26689_0
2044 10549_0 10549_1 64336_0
2045 351_1 352_4 86104_0
2046 73916_0 73916_1 84160_0
2047 69611_0 69611_1 38362_0
2048 425_2 405_1 45959_0
2049 32195_0 32195_1 12519_0
2050 90488_0 90488_1 39908_0
2051 96121_0 96121_1 75381_0
2052 30725_0 30725_1 27543_0
2053 45311_0 45311_1 26139_0
2054 78343_0 78343_1 86685_0
2055 303_3 307_5 67530_0
2056 304_13 302_2 21131_0
2057 47082_0 47082_1 53578_0
2058 22884_0 22884_1 81052_0
2059 303_4 300_7 52770_6
2060 430_2 408_3 53644_0
2061 75850_0 75850_1 29154_0
2062 72024_0 72024_1 93293_0
2063 70616_0 70616_1 99707_0
2064 78686_0 78686_1 38425_0
2065 44073_0 44073_1 42164_0
2066 45455_0 45455_1 14840_0
2067 8466_0 8466_1 44170_0
2068 43141_0 43141_1 66638_0
2069 57985_0 57985_1 20436_0
2070 100029_0 100029_1 23896_0
2071 64_7 42_2 97625_1
2072 63926_0 63926_1 35609_0
2073 30687_0 30687_1 94831_0
2074 64374_0 64374_1 70206_0
2075 17590_0 17590_1 31956_0
2076 82201_0 82201_1 99896_0
2077 5511_0 5511_1 76046_0
2078 268_10 266_8 16770_1
2079 62009_0 62009_1 70504_2
2080 67767_0 67767_1 90637_0
2081 40121_0 40121_1 9413_0
2082 27_0 20_0 33820_0
2083 412_15 417_0 88595_2
2084 169_9 168_2 62403_0
2085 74357_0 74357_1 25451_0
2086 104_1 114_8 78438_0
2087 89631_0 89631_1 77900_0
2088 100066_0 100066_1 55017_0
2089 70672_0 70672_1 38691_0
2090 21956_0 21956_1 83473_0
2091 48936_0 48936_1 15247_2
2092 6325_0 6325_1 75344_0
2093 56557_0 56557_1 56332_0
2094 48193_0 48193_1 38976_0
2095 77881_0 77881_1 37822_0
2096 24587_0 24587_1 713_0
2097 279_6 278_13 78013_0
2098 4498_0 4498_1 7857_0
2099 96304_0 96304_1 85956_0
2100 91527_0 91527_1 89456_0
2101 78547_0 78547_1 14285_0
2102 40637_0 40637_1 31606_0
2103 80154_0 80154_1 51284_0
2104 80590_0 80590_1 91781_0
2105 32151_0 32151_1 2307_0
2106 68666_0 68666_1 58329_0
2107 46701_0 46701_1 92132_0
2108 54269_0 54269_1 82466_0
2109 93694_0 93694_1 45387_0
2110 254_9 263_3 8457_0
2111 30247_0 30247_1 7441_0
2112 38240_0 38240_1 45200_0
2113 430_3 432_3 28073_1
2114 153_3 166_9 94112_13
2115 408_4 421_5 24224_0
2116 3239_0 3239_1 3221_0
2117 76458_0 76458_1 29189_0
2118 233_5 253_2 32114_4
2119 99583_0 99583_1 74526_0
2120 55846_0 55846_1 56965_0
2121 11996_0 11996_1 29498_0
2122 30704_0 30704_1 53534_1
2123 74113_0 74113_1 39816_0
2124 60043_0 60043_1 82488_0
2125 23906_0 23906_1 52920_0
2126 22540_0 22540_1 62673_0
2127 18971_0 18971_1 52826_0
2128 94559_0 94559_1 45770_0
2129 414_5 426_8 92989_1
2130 11820_0 11820_1 32160_0
2131 58468_0 58468_1 52806_0
2132 35144_0 35144_1 67213_0
2133 20496_2 20496_3 85674_1
2134 430_1 414_6 86822_0
2135 84540_0 84540_1 62256_0
2136 41452_0 41452_1 74565_0
2137 27249_0 27249_1 23157_0
2138 33081_0 33081_1 41082_0
2139 153_1 158_6 94112_14
2140 57777_0 57777_1 61151_0
2141 24321_0 24321_1 70913_0
2142 33191_0 33191_1 49155_0
2143 88112_0 88112_1 26033_0
2144 95975_0 95975_1 64425_0
2145 96773_0 96773_1 74143_0
2146 12043_0 12043_1 40055_0
2147 91601_0 91601_1 92982_0
2148 7001_0 7001_1 3395_0
2149 48892_0 48892_1 71439_0
2150 72387_0 72387_1 43342_0
2151 94474_0 94474_1 21315_0
2152 85463_0 85463_1 51034_0
2153 82491_0 82491_1 97306_0
2154 37755_0 37755_1 52006_0
2155 37_8 45_3 23937_0
2156 174_3 155_2 94112_15
2157 39303_0 39303_1 69729_0
2158 67264_0 67264_1 38631_0
2159 43372_0 43372_1 93822_0
2160 20194_0 20194_1 74389_0
2161 66744_0 66744_1 18792_1
2162 27006_0 27006_1 35452_0
2163 88991_0 88991_1 59854_0
2164 61126_0 61126_1 73480_0
2165 2031_1 2031_2 54208_0
2166 314_5 304_14 46689_0
2167 60474_0 60474_1 46792_0
2168 39214_0 39214_1 92339_0
2169 28870_0 28870_1 88259_0
2170 71004_0 71004_1 17957_0
2171 53385_0 53385_1 43724_0
2172 9793_0 9793_1 18266_0
2173 13993_0 13993_1 51754_0
2174 1296_0 1296_1 85498_0
2175 93_1 114_9 57381_0
2176 28887_0 28887_1 11898_1
2177 279_7 276_4 83400_0
2178 84065_0 84065_1 11643_2
2179 72893_0 72893_1 91241_0
2180 93683_0 93683_1 83800_2
2181 75182_0 75182_1 81624_0
2182 230_1 257_2 49834_0
2183 300_2 294_5 8208_4
2184 64746_0 64746_1 48047_0
2185 43400_0 43400_1 66056_0
2186 40835_0 40835_1 9958_0
2187 58820_0 58820_1 839_1
2188 646_0 646_1 5415_0
2189 4740_0 4740_1 31792_0
2190 38960_0 38960_1 41385_1
2191 69575_0 69575_1 44164_0
2192 83009_0 83009_1 8493_0
2193 52218_0 52218_1 3926_0
2194 63469_0 63469_1 34419_2
2195 18057_0 18057_1 100260_0
2196 221_0 215_4 83192_0
2197 89625_0 89625_1 88283_0
2198 8256_0 8256_1 47303_0
2199 352_3 335_1 13206_0
2200 81625_0 81625_1 80372_0
2201 50006_0 50006_1 11301_0
2202 8149_0 8149_1 28530_0
2203 98296_0 98296_1 65082_0
2204 79536_0 79536_1 76891_0
2205 47375_0 47375_1 36333_0
2206 65459_0 65459_1 5229_0
2207 57953_0 57953_1 16119_0
2208 216_7 215_5 24664_0
2209 56958_0 56958_1 27403_0
2210 77909_0 77909_1 50983_0
2211 516_3 519_4 63240_0
2212 43587_0 43587_1 8782_0
2213 45799_0 45799_1 6604_0
2214 28110_0 28110_1 97140_0
2215 13312_0 13312_1 36843_0
2216 71114_0 71114_1 74144_0
2217 21967_0 21967_1 47828_0
2218 20329_0 20329_1 4268_0
2219 22010_0 22010_1 3413_0
2220 30996_0 30996_1 71411_0
2221 50016_0 50016_1 44354_0
2222 62077_0 62077_1 99396_0
2223 25636_0 25636_1 99962_2
2224 83200_0 83200_1 16664_0
2225 72_3 80_5 18742_0
2226 1923_0 1923_1 89793_0
2227 13614_0 13614_1 10166_0
2228 48932_0 48932_1 17404_0
2229 73335_0 73335_1 3408_0
2230 38906_0 38906_1 54715_0
2231 382_2 369_0 14197_0
2232 31277_0 31277_1 48610_0
2233 288_6 279_8 17559_1
2234 42_3 29_4 15191_0
2235 47704_0 47704_1 40437_0
2236 366_1 387_0 8801_1
2237 76752_0 76752_1 6035_0
2238 16882_0 16882_1 35889_0
2239 412_16 415_3 99213_2
2240 99769_0 99769_1 38764_0
2241 37_9 41_1 32744_0
2242 68535_0 68535_1 36713_0
2243 459_1 452_3 50783_0
2244 8830_0 8830_1 34495_0
2245 216_8 225_4 27658_3
2246 93178_0 93178_1 78503_0
2247 79926_0 79926_1 75585_0
2248 36536_0 36536_1 3787_0
2249 65182_0 65182_1 72467_0
2250 86723_0 86723_1 58879_0
2251 30597_0 30597_1 39314_0
2252 20500_0 20500_1 60607_0
2253 275_3 287_1 44628_1
2254 17976_0 17976_1 93154_0
2255 37335_0 37335_1 26154_0
2256 407_6 412_17 81850_2
2257 51_1 37_10 74038_0
2258 72113_0 72113_1 63283_3
2259 85415_0 85415_1 12709_0
2260 32734_0 32734_1 9146_0
2261 57474_0 57474_1 23840_0
2262 86469_0 86469_1 89450_0
2263 3113_0 3113_1 20399_0
2264 10704_0 10704_1 61956_0
2265 70_3 80_6 48399_0
2266 83196_0 83196_1 80316_0
2267 60085_0 60085_1 65227_0
2268 5182_0 5182_1 59201_0
2269 87729_0 87729_1 17363_0
2270 37602_0 37602_1 39707_0
2271 41587_0 41587_1 80731_0
2272 31695_0 31695_1 69955_0
2273 20759_0 20759_1 49214_0
2274 78312_0 78312_1 67350_0
2275 100090_0 100090_1 49694_0
2276 415_4 408_5 66467_0
2277 425_3 408_3 18377_0
2278 99950_0 99950_1 23970_0
2279 7307_0 7307_1 86273_0
2280 158_7 171_5 55490_1
2281 72291_0 72291_1 13927_0
2282 41603_0 41603_1 62424_0
2283 97352_2 97352_3 60470_1
2284 69070_0 69070_1 7602_0
2285 99449_0 99449_1 29275_0
2286 9802_0 9802_1 18469_0
2287 86937_0 86937_1 47730_1
2288 36070_0 36070_1 72262_0
2289 71486_0 71486_1 60263_0
2290 33093_0 33093_1 78306_0
2291 61638_0 61638_1 45647_0
2292 73985_0 73985_1 85494_0
2293 99632_0 99632_1 83914_0
2294 432_4 420_5 72950_0
2295 62851_0 62851_1 65290_0
2296 46700_0 46700_1 77549_0
2297 74527_0 74527_1 73915_0
2298 10259_0 10259_1 81735_0
2299 452_4 454_5 23721_0
2300 34505_0 34505_1 2047_0
2301 86445_0 86445_1 53098_0
2302 23246_0 23246_1 30817_0
2303 34_1 29_5 2079_3
2304 414_7 416_0 54356_0
2305 46640_0 46640_1 57764_0
2306 52497_0 52497_1 62167_0
2307 43280_0 43280_1 24231_0
2308 76364_0 76364_1 90832_0
2309 83241_0 83241_1 734_0
2310 31615_0 31615_1 73659_0
2311 47058_0 47058_1 4253_0
2312 88673_0 88673_1 72148_0
2313 352_3 348_0 69333_0
2314 23827_0 23827_1 91840_0
2315 184_4 151_1 96653_0
2316 227_3 228_4 48715_0
2317 44415_0 44415_1 96555_0
2318 17458_0 17458_1 45917_0
2319 68537_0 68537_1 53642_0
2320 34_2 37_11 74038_1
2321 350_2 336_0 63493_1
2322 41941_2 41941_3 79431_1
2323 279_0 269_8 77012_0
2324 82_1 79_1 20706_1
2325 22352_0 22352_1 57816_0
2326 36578_0 36578_1 77325_0
2327 426_9 407_7 20205_1
2328 179_7 173_5 94112_16
2329 71136_0 71136_1 50098_0
2330 303_5 314_6 55541_0
2331 72308_0 72308_1 82567_0
2332 519_5 527_3 58599_0
2333 215_6 228_5 96152_0
2334 38357_0 38357_1 77496_0
2335 91282_0 91282_1 42632_0
2336 27733_0 27733_1 76143_0
2337 427_3 408_4 81439_0
2338 408_2 405_1 45959_1
2339 40543_0 40543_1 8369_0
2340 67997_0 67997_1 40108_2
2341 91645_0 91645_1 60209_0
2342 73524_0 73524_1 56597_0
2343 53163_0 53163_1 81418_0
2344 39366_0 39366_1 40337_0
2345 72021_0 72021_1 21630_0
2346 422_4 413_3 24811_0
2347 56184_0 56184_1 94648_0
2348 95_0 114_10 53334_0
2349 278_4 289_7 14396_0
2350 155_3 171_6 78141_1
2351 6283_0 6283_1 13153_0
2352 22642_0 22642_1 5596_0
2353 412_18 434_5 28240_1
2354 92234_0 92234_1 69197_0
2355 150_7 154_7 1943_1
2356 71854_0 71854_1 58512_0
2357 21678_0 21678_1 61642_0
2358 8186_0 8186_1 74774_0
2359 63780_0 63780_1 48843_0
2360 64695_0 64695_1 74163_0
2361 426_10 420_6 20205_2
2362 53016_0 53016_1 21771_0
2363 380_0 382_3 29434_0
2364 114_11 102_1 98392_0
2365 33293_0 33293_1 83736_0
2366 11557_0 11557_1 63970_0
2367 75285_0 75285_1 71647_0
2368 97148_0 97148_1 13992_0
2369 268_7 280_8 16644_0
2370 19578_0 19578_1 59352_0
2371 61090_0 61090_1 56429_0
2372 75856_0 75856_1 93828_0
2373 26615_0 26615_1 51911_0
2374 30468_0 30468_1 52319_0
2375 166_10 169_10 32897_0
2376 98570_0 98570_1 9955_0
2377 96283_0 96283_1 84988_2
2378 4228_0 4228_1 14527_0
2379 248_2 233_6 65313_0
2380 52727_0 52727_1 28811_0
2381 14385_0 14385_1 63958_0
2382 279_0 273_7 16129_0
2383 52948_0 52948_1 78280_0
2384 96971_0 96971_1 16599_0
2385 33412_0 33412_1 47887_0
2386 93139_0 93139_1 97156_0
2387 39757_0 39757_1 54801_0
2388 88179_0 88179_1 40278_0
2389 271_9 287_0 17054_2
2390 57271_0 57271_1 23711_0
2391 96100_0 96100_1 18592_0
2392 257_3 251_0 77149_0
2393 421_6 422_5 5953_0
2394 36501_0 36501_1 7027_0
2395 31863_0 31863_1 67052_0
2396 55490_2 55490_3 69938_0
2397 91439_0 91439_1 23961_0
2398 516_4 522_3 49141_0
2399 94708_0 94708_1 58365_0
2400 86004_0 86004_1 91552_0
2401 72508_0 72508_1 99148_0
2402 98706_0 98706_1 20345_0
2403 29133_0 29133_1 17531_0
2404 38008_0 38008_1 1697_0
2405 62714_0 62714_1 49340_0
2406 88439_0 88439_1 98982_0
2407 350_3 358_2 90845_0
2408 25074_0 25074_1 56157_0
2409 405_2 411_4 80425_0
2410 70_0 65_3 817_0
2411 89404_0 89404_1 8602_0
2412 5948_0 5948_1 77149_1
2413 414_8 422_6 66632_0
2414 42599_0 42599_1 1262_0
2415 15097_0 15097_1 29641_0
2416 35255_0 35255_1 34847_0
2417 17638_0 17638_1 19978_0
2418 86847_0 86847_1 80809_0
2419 225_5 227_4 52886_0
2420 42947_0 42947_1 26929_0
2421 9433_0 9433_1 90144_0
2422 426_11 427_4 93210_2
2423 93705_0 93705_1 24212_2
2424 36570_0 36570_1 37037_0
2425 91996_0 91996_1 23444_0
2426 96761_0 96761_1 11716_0
2427 279_1 274_4 10355_0
2428 114_12 108_1 81143_0
2429 89880_0 89880_1 42285_0
2430 88151_0 88151_1 11161_0
2431 76533_0 76533_1 13660_0
2432 70992_1 70992_2 60922_0
2433 349_1 352_4 42118_0
2434 276_5 289_8 84584_0
2435 15497_0 15497_1 12116_0
2436 29014_0 29014_1 81259_0
2437 45896_0 45896_1 68900_0
2438 8293_2 8293_3 60985_1
2439 23657_0 23657_1 96462_0
2440 166_11 163_4 29905_0
2441 30635_0 30635_1 6014_0
2442 70694_0 70694_1 33790_0
2443 15930_0 15930_1 19048_0
2444 56406_0 56406_1 2774_0
2445 68882_0 68882_1 7263_0
2446 20037_0 20037_1 41130_1
2447 11113_0 11113_1 9424_1
2448 92188_0 92188_1 40153_0
2449 93513_0 93513_1 69602_0
2450 87025_0 87025_1 81790_0
2451 49801_0 49801_1 66440_0
2452 8507_0 8507_1 39383_0
2453 52_2 42_4 15191_1
2454 4095_0 4095_1 20491_0
2455 72400_0 72400_1 35515_0
2456 2175_0 2175_1 49016_0
2457 91059_0 91059_1 15703_0
2458 44489_0 44489_1 63542_0
2459 23532_0 23532_1 54851_0
2460 88929_0 88929_1 79144_0
2461 16787_0 16787_1 94891_0
2462 21499_0 21499_1 61572_0
2463 286_1 273_8 21488_2
2464 20517_0 20517_1 59821_0
2465 28105_0 28105_1 18333_0
2466 95055_0 95055_1 6071_0
2467 89766_0 89766_1 66979_0
2468 18223_0 18223_1 25353_0
2469 86_1 81_1 82988_0
2470 14976_0 14976_1 92972_0
2471 48274_0 48274_1 42803_0
2472 84588_0 84588_1 44224_1
2473 84914_0 84914_1 21977_0
2474 3069_0 3069_1 58245_0
2475 71414_0 71414_1 67147_0
2476 88038_0 88038_1 99975_0
2477 9879_0 9879_1 36687_0
2478 54375_0 54375_1 9864_0
2479 18003_0 18003_1 15766_0
2480 27861_0 27861_1 76793_0
2481 278_5 266_9 42010_0
2482 10180_0 10180_1 2156_0
2483 26387_0 26387_1 37879_0
2484 94916_0 94916_1 28907_2
2485 99431_0 99431_1 86411_0
2486 1078_0 1078_1 56391_0
2487 96661_0 96661_1 22883_0
2488 426_12 403_3 81850_3
2489 281_3 276_6 63307_0
2490 52553_0 52553_1 3068_0
2491 95666_0 95666_1 48110_0
2492 96607_0 96607_1 88835_0
2493 62354_0 62354_1 88032_0
2494 4065_0 4065_1 4416_0
2495 81927_0 81927_1 31308_0
2496 273_9 279_2 16129_1
2497 89311_0 89311_1 7152_0
2498 69067_0 69067_1 74167_0
2499 7971_0 7971_1 17742_1
2500 406_6 426_13 20205_3
2501 853_0 853_1 17955_0
2502 154_8 169_11 55944_1
2503 169_12 174_4 2951_1
2504 57649_0 57649_1 20249_0
2505 98259_0 98259_1 4085_0
2506 44549_0 44549_1 15075_0
2507 15549_0 15549_1 10244_0
2508 279_3 274_5 15871_1
2509 17997_0 17997_1 97867_0
2510 82050_0 82050_1 53181_0
2511 6646_2 6646_3 9660_0
2512 83519_0 83519_1 32145_0
2513 42239_0 42239_1 65420_0
2514 36685_0 36685_1 16840_0
2515 69867_2 69867_3 32548_0
2516 46628_0 46628_1 76546_0
2517 233_7 257_4 22292_0
2518 63983_0 63983_1 72509_0
2519 29701_0 29701_1 30406_0
2520 39692_0 39692_1 40674_0
2521 215_7 224_2 27911_0
2522 41611_0 41611_1 47169_0
2523 83324_0 83324_1 66021_0
2524 24700_0 24700_1 35383_0
2525 432_5 408_3 4749_0
2526 275_4 287_1 5840_0
2527 53060_0 53060_1 7428_0
2528 9349_0 9349_1 42738_0
2529 421_7 422_7 27650_0
2530 314_7 304_15 77588_0
2531 91400_0 91400_1 90104_0
2532 54_0 37_12 87103_0
2533 15527_0 15527_1 93115_0
2534 82187_2 82187_3 98950_0
2535 216_9 215_8 83791_0
2536 120_4 125_4 53534_2
2537 47862_0 47862_1 36113_0
2538 6203_0 6203_1 74996_0
2539 99433_0 99433_1 34281_0
2540 16270_0 16270_1 11849_0
2541 14136_0 14136_1 17000_0
2542 352_5 356_1 82278_0
2543 77846_0 77846_1 4597_0
2544 63608_0 63608_1 66683_0
2545 8253_0 8253_1 90149_0
2546 44666_0 44666_1 19308_0
2547 49940_0 49940_1 28522_0
2548 98641_0 98641_1 68733_0
2549 68162_0 68162_1 39345_0
2550 155_4 166_12 63513_0
2551 19169_0 19169_1 15523_0
2552 66838_0 66838_1 37766_0
2553 78942_0 78942_1 25516_0
2554 294_6 291_8 73627_1
2555 17488_0 17488_1 51063_0
2556 15161_0 15161_1 97344_0
2557 42370_0 42370_1 68258_1
2558 75668_0 75668_1 71012_0
2559 3302_0 3302_1 72153_0
2560 20950_0 20950_1 33476_0
2561 114_13 100_1 19096_1
2562 5699_0 5699_1 30881_1
2563 47589_0 47589_1 63955_0
2564 31965_0 31965_1 2052_0
2565 75710_0 75710_1 46162_0
2566 77915_2 77915_3 20338_0
2567 6127_0 6127_1 27933_0
2568 30648_0 30648_1 88864_0
2569 79949_0 79949_1 68362_0
2570 46770_0 46770_1 53315_0
2571 63462_0 63462_1 64010_0
2572 13575_0 13575_1 9502_0
2573 458_1 454_6 15985_1
2574 75365_0 75365_1 59947_0
2575 82177_0 82177_1 57696_0
2576 43008_0 43008_1 72974_0
2577 10817_0 10817_1 60157_0
2578 44794_0 44794_1 76484_0
2579 92078_0 92078_1 31121_0
2580 37_13 36_1 15533_0
2581 65_4 83_6 25455_1
2582 98541_0 98541_1 16998_0
2583 21779_0 21779_1 47454_0
2584 80546_0 80546_1 70839_0
2585 15917_0 15917_1 84794_0
2586 18271_0 18271_1 40345_0
